,Commentary,Runs,Delivery_Length,Delivery_Line,Shot_Type,Run/NoRun,Bowler_Type,Bowler_Name,Avg_Ball_Speed,MatchID,Dismissal,Dismissal_Type,Beaten/NotBeaten,Home_Away,Good_Bad_Shot,Opponent,Stadium,Shot_Zone,Delivery_Number,Toss,TossDecision,D/N
34,"Phehlukwayo to Rohit, 1 run, sees width and throws his hands on the drive, protection in the deep, so only a single",1,GoodLength,outside_stumps,Drive,run,right arm medium,Phehlukwayo,132.5,19164,0,,not_beaten,away,good,South Africa,St George's Park,Unknown,96,0,Fielding,DN
35,"Phehlukwayo to Rohit, no run, punched back to Phehlukwayo",0,GoodLength,wicket_to_wicket,Defensive_shot,norun,right arm medium,Phehlukwayo,132.5,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Unknown,95,0,Fielding,DN
36,"Phehlukwayo to Rohit, no run, there and thereabouts of off-stump, tapped down the pitch",0,Unknown,Unknown,Unknown,norun,right arm medium,Phehlukwayo,132.5,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Unknown,94,0,Fielding,DN
37,"Morne Morkel to Rohit, 1 run, driven towards AB at cover who makes a fine stop - with a slide - but can't prevent the single",1,GoodLength,outside_stumps,Drive,run,right arm fast,Morne Morkel,139.2,19164,0,,not_beaten,away,good,South Africa,St George's Park,Cover,93,0,Fielding,DN
38,"Morne Morkel to Rohit, no run, good length just outside off, blocked",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm fast,Morne Morkel,139.2,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Unknown,92,0,Fielding,DN
39,"Morne Morkel to Rohit, <b>FOUR</b>, that's what Rohit Sharma can do. He can hit fours motionless. The only one that moved on the field was Shamsi at third man, who's desperate dive went in vain. Had to for the timing on that shot was impeccable. Rohit just stood and ramped it with an open bat face",4,Unknown,Unknown,Late_Cut,run,right arm fast,Morne Morkel,139.2,19164,0,,not_beaten,away,good,South Africa,St George's Park,ThirdMan,91,0,Fielding,DN
40,"Shamsi to Rohit, 1 run, very full outside off, driven to long-off",1,Full,outside_stumps,Drive,run,left arm chinaman,Shamsi,84.4,19164,0,,not_beaten,away,good,South Africa,St George's Park,LongOff,90,0,Fielding,DN
41,"Shamsi to Rohit, no run, played back to the bowler",0,Unknown,Unknown,Defensive_shot,norun,left arm chinaman,Shamsi,84.4,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Unknown,89,0,Fielding,DN
42,"Shamsi to Rohit, no run, 87ks, targetting the stumps, Rohit gets a soft inside edge on the lunge-push which rolls into the leg-side",0,GoodLength,wicket_to_wicket,Edge,norun,left arm chinaman,Shamsi,84.4,19164,0,,beaten,away,bad,South Africa,St George's Park,Unknown,88,0,Fielding,DN
43,"Shamsi to Rohit, 1 run, spun in quick towards middle and leg, but Rohit has superb hands, punches it crisply to long-on",1,GoodLength,wicket_to_wicket,Defensive_shot,run,left arm chinaman,Shamsi,84.4,19164,0,,not_beaten,away,bad,South Africa,St George's Park,LongOn,87,0,Fielding,DN
44,"Morne Morkel to Rohit, 1 run, 134ks, Rohit uses the length to punch it in the gap through covers",1,GoodLength,outside_stumps,Defensive_shot,run,right arm fast,Morne Morkel,139.2,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Cover,86,0,Fielding,DN
45,"Shamsi to Rohit, 1 run, punched to long-off",1,GoodLength,outside_stumps,Defensive_shot,run,left arm chinaman,Shamsi,84.4,19164,0,,not_beaten,away,bad,South Africa,St George's Park,LongOff,85,0,Fielding,DN
46,"Shamsi to Rohit, 1 run, short outside off, dabbed towards point",1,Short,wicket_to_wicket,Defensive_shot,run,left arm chinaman,Shamsi,84.4,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Point,84,0,Fielding,DN
47,"Shamsi to Rohit, no run, punched off the back foot",0,GoodLength,Unknown,Defensive_shot,norun,left arm chinaman,Shamsi,84.4,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Unknown,83,0,Fielding,DN
48,"Shamsi to Rohit, no run, dead-batted",0,Full,Unknown,Defensive_shot,norun,left arm chinaman,Shamsi,84.4,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Unknown,82,0,Fielding,DN
49,"Morne Morkel to Rohit, 2 runs, flicked off the pads towards long leg",2,GoodLength,wicket_to_wicket,Flick,run,right arm fast,Morne Morkel,139.2,19164,0,,not_beaten,away,good,South Africa,St George's Park,FineLeg,81,0,Fielding,DN
50,"Morne Morkel to Rohit, no run, fullish just outside off, push-driven into the off-side",0,Full,outside_stumps,Drive,norun,right arm fast,Morne Morkel,139.2,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Unknown,80,0,Fielding,DN
51,"Morne Morkel to Rohit, no run, good length on off, blocked",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm fast,Morne Morkel,139.2,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Unknown,79,0,Fielding,DN
54,"Shamsi to Rohit, no run, comes forward and negates the final delivery",0,Full,wicket_to_wicket,Defensive_shot,norun,left arm chinaman,Shamsi,84.4,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Unknown,76,0,Fielding,DN
55,"Shamsi to Rohit, no run, pushed to the left of short mid-wicket who fumbles but recovers well in time to stop the single",0,Short,outside_stumps,Pull_hook,norun,left arm chinaman,Shamsi,84.4,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Midwicket,75,0,Fielding,DN
56,"Shamsi to Rohit, <b>SIX</b>, <b>100-partnership.</b> What a way to bring it. With a Ro-Hit maximum. Absolutely barbecued that over mid-wicket. Picks the length early, gets as low as he can and then his instincts take over",6,GoodLength,outside_stumps,Pull_hook,run,left arm chinaman,Shamsi,84.4,19164,0,,not_beaten,away,good,South Africa,St George's Park,Midwicket,74,0,Fielding,DN
57,"Shamsi to Rohit, 1 run, twirls in after pitching in line with leg peg, Rohit tucks to deep square. Thinks of a second, but Kohli says no",1,GoodLength,wicket_to_wicket,Unknown,run,left arm chinaman,Shamsi,84.4,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Unknown,73,0,Fielding,DN
58,"Duminy to Rohit, 1 run, stretches forward and eases a single down to long-off",1,Unknown,Unknown,Unknown,run,right arm off break,Duminy,89,19164,0,,not_beaten,away,bad,South Africa,St George's Park,LongOff,72,0,Fielding,DN
59,"Duminy to Rohit, <b>FOUR</b>, on one knee and boom! Picks the offie and brooms the full ball with an air of authority over backward square. Don't run...just don't need to",4,Full,outside_stumps,Unknown,run,right arm off break,Duminy,89,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Unknown,71,0,Fielding,DN
61,"Duminy to Rohit, no run, desperate dive by short mid-wicket to his left, and that means no single on offer",0,Short,wicket_to_wicket,Pull_hook,norun,right arm off break,Duminy,89,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Midwicket,69,0,Fielding,DN
62,"Shamsi to Rohit, no run, slower through the air, smothered",0,Unknown,Unknown,Unknown,norun,left arm chinaman,Shamsi,84.4,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Unknown,68,0,Fielding,DN
63,"Shamsi to Rohit, 2 runs, quicker outside off, cut away backwards of point",2,GoodLength,outside_stumps,Unknown,run,left arm chinaman,Shamsi,84.4,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Point,67,0,Fielding,DN
64,"Shamsi to Rohit, no run, blocked",0,Full,wicket_to_wicket,Defensive_shot,norun,left arm chinaman,Shamsi,84.4,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Unknown,66,0,Fielding,DN
65,"Duminy to Rohit, no run, slides in around middle and leg, negotiated into the leg-side",0,Full,wicket_to_wicket,Unknown,norun,right arm off break,Duminy,89,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Unknown,65,0,Fielding,DN
66,"Duminy to Rohit, 1 run, eases a drive through covers",1,GoodLength,outside_stumps,Drive,run,right arm off break,Duminy,89,19164,0,,not_beaten,away,good,South Africa,St George's Park,Cover,64,0,Fielding,DN
67,"Duminy to Rohit, <b>SIX</b>, that was so slow, so short...Rohit could have gone back to Bombay, had a cuppa, come back to PE and he still would have had the time to pick his spot. Half-tracker, just sits up, Rohit dismisses it into the crowds",6,Short,outside_stumps,No_shot,run,right arm off break,Duminy,89,19164,0,,beaten,away,bad,South Africa,St George's Park,Unknown,63,0,Fielding,DN
68,"Shamsi to Rohit, no run, presses forward and pushes the ball into the off-side",0,Unknown,Unknown,Defensive_shot,norun,left arm chinaman,Shamsi,84.4,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Unknown,62,0,Fielding,DN
69,"Shamsi to Rohit, no run, forward and defended",0,Full,Unknown,Defensive_shot,norun,left arm chinaman,Shamsi,84.4,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Unknown,61,0,Fielding,DN
70,"Shamsi to Rohit, <b>FOUR</b>, now this is the exact antonym of the previous delivery. Guess it was Phehlukwayo at square leg, who made an absolute meal while diving to his left. He slides on anticipating Rohit's flick, but couldn't get it all covered. Through",4,GoodLength,wicket_to_wicket,Flick,run,left arm chinaman,Shamsi,84.4,19164,0,,not_beaten,away,good,South Africa,St George's Park,SquareLeg,60,0,Fielding,DN
71,"Shamsi to Rohit, no run, excellent stop from Miller at short mid-wicket, dives full length to his left to tie the batsmen at their respective ends",0,Short,Unknown,Pull_hook,norun,left arm chinaman,Shamsi,84.4,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Midwicket,59,0,Fielding,DN
72,"Shamsi to Rohit, no run, hacks at overpitched delivery and the turn on the delivery restrains Rohit's timing, drags it off the inside half into the leg-side",0,Full,wicket_to_wicket,Unknown,norun,left arm chinaman,Shamsi,84.4,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Unknown,58,0,Fielding,DN
73,"Duminy to Rohit, no run, fuller length delivery on middle and leg, Rohit comes down the track and yorks himself, digs it out to mid-on",0,Full,wicket_to_wicket,Drive,norun,right arm off break,Duminy,89,19164,0,,not_beaten,away,bad,South Africa,St George's Park,LongOn,57,0,Fielding,DN
74,"Duminy to Rohit, no run, flighted off-break on a back of a length on off turning towards leg, punched to mid-on off the back foot",0,Short,wicket_to_wicket,Drive,norun,right arm off break,Duminy,89,19164,0,,not_beaten,away,bad,South Africa,St George's Park,LongOn,56,0,Fielding,DN
75,"Duminy to Rohit, no run, a tad shorter just outside off, punched off the back foot to cover",0,Short,outside_stumps,Drive,norun,right arm off break,Duminy,89,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Cover,55,0,Fielding,DN
76,"Duminy to Rohit, no run, good length ball just outside off, tapped into the off-side",0,GoodLength,outside_stumps,Unknown,norun,right arm off break,Duminy,89,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Unknown,54,0,Fielding,DN
77,"Shamsi to Rohit, no run, another stock chinaman on middle and leg, worked away into the on-side",0,GoodLength,wicket_to_wicket,Unknown,norun,left arm chinaman,Shamsi,84.4,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Unknown,53,0,Fielding,DN
78,"Shamsi to Rohit, no run, looked like the top-spinner, just a tad short outside off, Rohit cuts it to AB at backward point",0,Short,outside_stumps,Cut,norun,left arm chinaman,Shamsi,84.4,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Point,52,0,Fielding,DN
79,"Shamsi to Rohit, no run, fuller length ball on middle, whipped back to the bowler off the front foot",0,Full,wicket_to_wicket,Unknown,norun,left arm chinaman,Shamsi,84.4,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Unknown,51,0,Fielding,DN
80,"Shamsi to Rohit, 1 run, 35th ODI fifty, and 3rd against SA. First in the series. Full delivery outside off, driven to sweeper cover for a single",1,Full,outside_stumps,Sweep,run,left arm chinaman,Shamsi,84.4,19164,0,,not_beaten,away,good,South Africa,St George's Park,Cover,50,0,Fielding,DN
81,"Duminy to Rohit, 1 run, to back of a length and flatter trajectory outside off, Rohit carves it away off a low stance square third man for a single. <b>And the score stands at Nelson! 111/1</b>",1,Short,outside_stumps,Late_Cut,run,right arm off break,Duminy,89,19164,0,,not_beaten,away,good,South Africa,St George's Park,ThirdMan,49,0,Fielding,DN
83,"Duminy to Rohit, 1 run, full and tossed up outside off, Rohit comes forward and wrists the drive to long-off for a single",1,Full,outside_stumps,Drive,run,right arm off break,Duminy,89,19164,0,,not_beaten,away,good,South Africa,St George's Park,LongOff,47,0,Fielding,DN
84,"Duminy to Rohit, no run, loopier trajectory on a fuller length, outside off, Rohit tries that cut again, and misses",0,Full,outside_stumps,No_shot,norun,right arm off break,Duminy,89,19164,0,,beaten,away,bad,South Africa,St George's Park,Unknown,46,0,Fielding,DN
85,"Duminy to Rohit, <b>FOUR</b>, short again, and Rohit gets back to carve it away to deep point for four. Easy",4,Short,outside_stumps,Drive,run,right arm off break,Duminy,89,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Point,45,0,Fielding,DN
86,"Duminy to Rohit, <b>FOUR</b>, dropped just a tad short outside off, worked away to third man with a surgically-placed late-cut for four",4,Short,outside_stumps,Late_Cut,run,right arm off break,Duminy,89,19164,0,,not_beaten,away,good,South Africa,St George's Park,ThirdMan,44,0,Fielding,DN
87,"Lungi Ngidi to Rohit, 1 run, good length ball just outside off, Rohit comes across outside off and gets low to cut that late down to third man for a single",1,GoodLength,outside_stumps,Late_Cut,run,right arm fast,Lungi Ngidi,136,19164,0,,not_beaten,away,good,South Africa,St George's Park,ThirdMan,43,0,Fielding,DN
88,"Lungi Ngidi to Rohit, no run, back of a length delivery darted in on off-stump, Rohit gets forward and across towards off, Rohit gets back and defends it off the back foot. Looks at the ball as if it were a hissing serpent",0,Short,wicket_to_wicket,Defensive_shot,norun,right arm fast,Lungi Ngidi,136,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Unknown,42,0,Fielding,DN
89,"Lungi Ngidi to Rohit, no run, good length ball but too wide outside off, left alone by Rohit. It did seam in but it was no use after it crossed the stumps",0,Short,wicket_to_wicket,No_shot,norun,right arm fast,Lungi Ngidi,136,19164,0,,beaten,away,bad,South Africa,St George's Park,Unknown,41,0,Fielding,DN
90,"Lungi Ngidi to Rohit, no run, back of a length delivery outside off and skids in off the seam, Rohit is circumspect whilst defending it off the back foot close to his body",0,Short,outside_stumps,Defensive_shot,norun,right arm fast,Lungi Ngidi,136,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Unknown,40,0,Fielding,DN
91,"Lungi Ngidi to Rohit, <b>FOUR</b>, <b>that's the fifty partnership!</b> Just a fraction short and wide outside off, Rohit slaps it to the deep backward point fence for four. Looks so elegant when he plays that shot, does Rohit",4,Short,wicket_to_wicket,Cut,run,right arm fast,Lungi Ngidi,136,19164,0,,not_beaten,away,good,South Africa,St George's Park,Point,39,0,Fielding,DN
92,"Lungi Ngidi to Rohit, 1 run, short ball into the rib-cage again, Rohit gets back and across and guides a Lara-esque twist-pull to fine leg for a single",1,Short,wicket_to_wicket,Pull_hook,run,right arm fast,Lungi Ngidi,136,19164,0,,not_beaten,away,good,South Africa,St George's Park,FineLeg,38,0,Fielding,DN
93,"Lungi Ngidi to Rohit, <b>FOUR</b>, short ball into the body again, Rohit lays into that pull and nails it to the backward square leg fence for four. Even the camera lost it for a moment, that's how fast it went off the bat",4,Short,wicket_to_wicket,Pull_hook,run,right arm fast,Lungi Ngidi,136,19164,0,,not_beaten,away,good,South Africa,St George's Park,SquareLeg,37,0,Fielding,DN
94,"Lungi Ngidi to Rohit, no run, back of a length delivery just outside off, Rohit stands tall and defends solidly off the back foot",0,Short,outside_stumps,Defensive_shot,norun,right arm fast,Lungi Ngidi,136,19164,0,,not_beaten,away,bad,South Africa,St George's Park,Unknown,36,0,Fielding,DN
95,"Lungi Ngidi to Rohit, no run, good length ball on middle, Rohit gets a little too cute with the flick and seemed to have overrun the line of the ball, gets a leading edge to cover and takes off, but gets back in time",0,GoodLength,wicket_to_wicket,Flick,norun,right arm fast,Lungi Ngidi,136,19164,0,,beaten,away,bad,South Africa,St George's Park,Cover,35,0,Fielding,DN
96,"Phehlukwayo to Rohit, 1 run, just a fraction short with very little width outside off, even more so after it seams in, but Rohit plays a skilful and cute late-cut to third man for a single",1,Short,outside_stumps,Late_Cut,run,right arm medium,Phehlukwayo,132.5,19164,0,,not_beaten,away,good,South Africa,St George's Park,ThirdMan,34,0,Fielding,DN
