,Commentary,Runs,Delivery_Length,Delivery_Line,Shot_Type,Run/NoRun,Bowler_Type,Bowler_Name,Avg_Ball_Speed,MatchID,Dismissal_Type,Beaten/NotBeaten,Home_Away,Good_Bad_Shot,Opponent,Stadium,Shot_Zone,Delivery_Number,Toss,TossDecision,D/N
8,"Hasan Ali to Warner, no run, low full toss on off, Warner squeezes it to backward point",0,FullToss,wicket_to_wicket,Cut,norun,right arm fast medium,Hasan Ali,134.9,16487,,not_beaten,home,bad,Pakistan,Sydney Cricket Ground,Point,111,1,Batting,DN
9,"Hasan Ali to Warner, 1 run, since his hundred Warner is not getting behind the line of the delivery, stays leg-side and drives it to sweeper cover",1,Full,wicket_to_wicket,Sweep,run,right arm fast medium,Hasan Ali,134.9,16487,,not_beaten,home,good,Pakistan,Sydney Cricket Ground,Cover,110,1,Batting,DN
10,"Imad Wasim to Warner, 1 run, the reverse sweep attempted, the bounce undoes Warner's shot, off the glove to short third man",1,Short,Unknown,Late_Cut,run,left arm orthodox,Imad Wasim,92.1,16487,,not_beaten,home,good,Pakistan,Sydney Cricket Ground,ThirdMan,109,1,Batting,DN
11,"Imad Wasim to Warner, 1 run, driven to deep cover",1,GoodLength,outside_stumps,Drive,run,left arm orthodox,Imad Wasim,92.1,16487,,not_beaten,home,good,Pakistan,Sydney Cricket Ground,Cover,108,1,Batting,DN
12,"Imad Wasim to Warner, no run, <b>dropped!</b> Hasan Ali the culprit. Smith is already making them pay for the let off and now Warner too has a reprieve. Flatter and angled across the left-hander, Warner was trying to go over mid-off, splices it towards mid-off. It was a relatively easy catch which Hasan Ali made a mess of. Tumbled forward and let it slip out of his grasp",0,GoodLength,Unknown,Drive,norun,left arm orthodox,Imad Wasim,92.1,16487,,not_beaten,home,bad,Pakistan,Sydney Cricket Ground,LongOff,107,1,Batting,DN
13,"Imad Wasim to Warner, 2 runs, drifted across on a fuller length, Warner makes room and drives inside out through extra cover. Sweeper moves to his left, but can't prevent the second",2,Full,outside_stumps,Sweep,run,left arm orthodox,Imad Wasim,92.1,16487,,not_beaten,home,good,Pakistan,Sydney Cricket Ground,Cover,106,1,Batting,DN
14,"Amir to Warner, 1 run, tucked off the hips to square leg, for a single",1,Unknown,wicket_to_wicket,Unknown,run,left arm fast medium,Amir,136.4,16487,,not_beaten,home,bad,Pakistan,Sydney Cricket Ground,SquareLeg,105,1,Batting,DN
15,"Amir to Warner, <b>FOUR</b>, that's Warner's riposte to Amir's yorker. Not all that short, but Warner is quick to transfer his weight back and muscle the pull over mid-wicket, one bounce and over the rope",4,Short,Unknown,Pull_hook,run,left arm fast medium,Amir,136.4,16487,,not_beaten,home,good,Pakistan,Sydney Cricket Ground,Midwicket,104,1,Batting,DN
16,"Amir to Warner, no run, full and tailing into the pads at 143kph, Warner misses the flick and falls over. He is on the ground and his captain was looking for a single as the ball rolls to cover",0,Full,wicket_to_wicket,Flick,norun,left arm fast medium,Amir,143,16487,,beaten,home,bad,Pakistan,Sydney Cricket Ground,Cover,103,1,Batting,DN
17,"Amir to Warner, 1 run, back of a length around off, Warner drops it with soft hands to the left of point",1,Short,outside_stumps,Unknown,run,left arm fast medium,Amir,136.4,16487,,Unknown,home,bad,Pakistan,Sydney Cricket Ground,Point,102,1,Batting,DN
18,"Imad Wasim to Warner, 1 run, slider just outside off, Warner punches it to sweeper cover",1,Full,outside_stumps,Sweep,run,left arm orthodox,Imad Wasim,92.1,16487,,not_beaten,home,good,Pakistan,Sydney Cricket Ground,Cover,101,1,Batting,DN
19,"Imad Wasim to Warner, 2 runs, straight roller on the pads, milked square on the leg-side. Once he had slotted it in the gap, he was racing back for the second. Done so with ease",2,GoodLength,wicket_to_wicket,Flick,run,left arm orthodox,Imad Wasim,92.1,16487,,not_beaten,home,good,Pakistan,Sydney Cricket Ground,Unknown,100,1,Batting,DN
20,"Imad Wasim to Warner, no run, flatter and on off, blocked in front of cover",0,Full,wicket_to_wicket,Defensive_shot,norun,left arm orthodox,Imad Wasim,92.1,16487,,not_beaten,home,bad,Pakistan,Sydney Cricket Ground,Cover,99,1,Batting,DN
21,"Imad Wasim to Warner, no run, quicker and around off, Warner backs away and misses the cut, it was too close to him to play the cut",0,Unknown,outside_stumps,No_shot,norun,left arm orthodox,Imad Wasim,92.1,16487,,beaten,home,bad,Pakistan,Sydney Cricket Ground,Unknown,98,1,Batting,DN
22,"Amir to Warner, 3 runs, <b>hundred for Warner.</b> Out comes the usual leap after completing the third run. The whole of SCG are on their feet to applaud the knock. And what a knock it has been. Kept quiet in the first three ODIs, but not at his home ground. Reaches his 12th ODI ton with a neat front foot push through cover. The timing almost took the ball to the fence. Just hauled in and the batsmen pick three. Around 20 overs remaining, will he fancy a double hundred? Anything is possible with Warner..",3,Unknown,outside_stumps,Unknown,run,left arm fast medium,Amir,136.4,16487,,not_beaten,home,bad,Pakistan,Sydney Cricket Ground,Cover,97,1,Batting,DN
23,"Amir to Warner, 1 run, almost sneaked through Warner. Nipped back in from a length, Warner was looking to force it through the off-side, the inside edge squirts past the stumps and Warner was racing across for the single. He was on the lookout for a second, but Smith puts his hand up",1,GoodLength,wicket_to_wicket,Edge,run,left arm fast medium,Amir,136.4,16487,,beaten,home,bad,Pakistan,Sydney Cricket Ground,Unknown,96,1,Batting,DN
24,"Imad Wasim to Warner, 1 run, pushed through outside off, Warner is happy to reach his hundred with singles, punched to sweeper cover",1,Full,outside_stumps,Sweep,run,left arm orthodox,Imad Wasim,92.1,16487,,not_beaten,home,good,Pakistan,Sydney Cricket Ground,Cover,95,1,Batting,DN
25,"Shoaib Malik to Warner, no run, slight hesitation, but no harm done. Warner tucks the flatter delivery to square leg and wanted the run to keep him strike, but Smith makes the right call of sending his deputy back",0,GoodLength,wicket_to_wicket,Unknown,norun,right arm off break,Shoaib Malik,89.1,16487,,not_beaten,home,bad,Pakistan,Sydney Cricket Ground,SquareLeg,94,1,Batting,DN
26,"Shoaib Malik to Warner, 1 run, slightly short and Warner is quick to place the pull past mid-wicket, there is protection in the deep though",1,Short,Unknown,Pull_hook,run,right arm off break,Shoaib Malik,89.1,16487,,not_beaten,home,good,Pakistan,Sydney Cricket Ground,Midwicket,93,1,Batting,DN
27,"Shoaib Malik to Warner, no run, teased up on off, Warner is watchful in his forward defence",0,Unknown,wicket_to_wicket,Defensive_shot,norun,right arm off break,Shoaib Malik,89.1,16487,,not_beaten,home,bad,Pakistan,Sydney Cricket Ground,Unknown,92,1,Batting,DN
28,"Imad Wasim to Warner, no run, mistimes the sweep to short fine leg. Imad has his hands on his head, not sure why though as Warner seemed to be in no trouble even though he didn't connect with the sweep",0,Short,wicket_to_wicket,Sweep,norun,left arm orthodox,Imad Wasim,92.1,16487,,not_beaten,home,bad,Pakistan,Sydney Cricket Ground,FineLeg,91,1,Batting,DN
29,"Imad Wasim to Warner, no run, tossed up on off, Warner defends it right under his eyes",0,Full,wicket_to_wicket,Defensive_shot,norun,left arm orthodox,Imad Wasim,92.1,16487,,not_beaten,home,bad,Pakistan,Sydney Cricket Ground,Unknown,90,1,Batting,DN
30,"Imad Wasim to Warner, 1 run, too straight, on middle and leg, tucked in front of square on the leg-side",1,GoodLength,wicket_to_wicket,Flick,run,left arm orthodox,Imad Wasim,92.1,16487,,not_beaten,home,good,Pakistan,Sydney Cricket Ground,Unknown,89,1,Batting,DN
31,"Shoaib Malik to Warner, 1 run, free flowing drive from Warner's bat, straight to long-off",1,GoodLength,Unknown,Drive,run,right arm off break,Shoaib Malik,89.1,16487,,not_beaten,home,good,Pakistan,Sydney Cricket Ground,LongOff,88,1,Batting,DN
32,"Shoaib Malik to Warner, 1 run, flighted and Warner drives to the right of Malik, who does not move quickly across to stop the single",1,GoodLength,Unknown,Drive,run,right arm off break,Shoaib Malik,89.1,16487,,not_beaten,home,good,Pakistan,Sydney Cricket Ground,Unknown,87,1,Batting,DN
33,"Shoaib Malik to Warner, no run, round the wicket and tossing it up on off, Warner prods forward and keeps it out",0,Unknown,wicket_to_wicket,Unknown,norun,right arm off break,Shoaib Malik,89.1,16487,,Unknown,home,bad,Pakistan,Sydney Cricket Ground,Unknown,86,1,Batting,DN
34,"Imad Wasim to Warner, 1 run, flatter and on Warner's pads, pulled away past square leg for a single",1,Short,wicket_to_wicket,Pull_hook,run,left arm orthodox,Imad Wasim,92.1,16487,,not_beaten,home,good,Pakistan,Sydney Cricket Ground,SquareLeg,85,1,Batting,DN
35,"Imad Wasim to Warner, 1 run, Imad tosses one on Warner's pads, flicked away in front of square on the on-side for a single",1,GoodLength,wicket_to_wicket,Flick,run,left arm orthodox,Imad Wasim,92.1,16487,,not_beaten,home,good,Pakistan,Sydney Cricket Ground,Unknown,84,1,Batting,DN
36,"Imad Wasim to Warner, 2 runs, tossed up wider of off, driven to the left of deep cover for an easy couple",2,Full,outside_stumps,Drive,run,left arm orthodox,Imad Wasim,92.1,16487,,not_beaten,home,good,Pakistan,Sydney Cricket Ground,Cover,83,1,Batting,DN
37,"Junaid Khan to Warner, 1 run, on a good length and well outside off, eased past cover for a single",1,GoodLength,outside_stumps,Unknown,run,left arm fast medium,Junaid Khan,132.7,16487,,Unknown,home,bad,Pakistan,Sydney Cricket Ground,Cover,82,1,Batting,DN
38,"Junaid Khan to Warner, 2 runs, the slower ball from Junaid, Warner was coming down the track, has to reach out and ends up shovelling it over mid-wicket, back for the second run",2,Unknown,Unknown,Pull_hook,run,left arm fast medium,Junaid Khan,132.7,16487,,not_beaten,home,good,Pakistan,Sydney Cricket Ground,Midwicket,81,1,Batting,DN
39,"Junaid Khan to Warner, <b>no ball</b>, that's a beamer from Junaid and there's an immediate apology. The ball slipped out of his hands and was heading towards Warner's head. He jumped across, pushed his gloves forward and takes a blow on his fingers. <b>Free-Hit</b> coming up",noball,Unknown,Unknown,Unknown,norun,left arm fast medium,Junaid Khan,132.7,16487,,not_beaten,home,bad,Pakistan,Sydney Cricket Ground,ThirdMan,80,1,Batting,DN
40,"Junaid Khan to Warner, 1 run, short of a length and just outside off, punched square on the off-side for a single",1,Short,outside_stumps,Unknown,run,left arm fast medium,Junaid Khan,132.7,16487,,not_beaten,home,bad,Pakistan,Sydney Cricket Ground,Unknown,79,1,Batting,DN
41,"Hafeez to Warner, 1 run, tossed up on the stumps, Warner goes back and drives it down towards long-on for a run",1,Full,wicket_to_wicket,Drive,run,right arm off break,Hafeez,88.5,16487,,not_beaten,home,good,Pakistan,Sydney Cricket Ground,LongOn,78,1,Batting,DN
42,"Hafeez to Warner, 2 runs, Hafeez drifts one onto Warner's pads, he prods forward and works it in the gap past mid-wicket, comes back for the second run",2,GoodLength,wicket_to_wicket,Pull_hook,run,right arm off break,Hafeez,88.5,16487,,not_beaten,home,good,Pakistan,Sydney Cricket Ground,Midwicket,77,1,Batting,DN
43,"Hafeez to Warner, no run, tossed up on the stumps, Warner gets behind the line and blocks",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm off break,Hafeez,88.5,16487,,not_beaten,home,bad,Pakistan,Sydney Cricket Ground,Unknown,76,1,Batting,DN
44,"Hafeez to Warner, <b>FOUR</b>, poor ball from Hafeez, dropped it short and on the stumps, Warner is quick to rock back and pulls it over mid-wicket, a couple of bounces and over the ropes",4,Short,wicket_to_wicket,Pull_hook,run,right arm off break,Hafeez,88.5,16487,,not_beaten,home,good,Pakistan,Sydney Cricket Ground,Midwicket,75,1,Batting,DN
45,"Hafeez to Warner, <b>FOUR</b>, nicely played by Warner, gets down low, rolls his wrists over a well flighted delivery and sweeps it behind square on the on-side, beats the man who was pretty square",4,Full,outside_stumps,Sweep,run,right arm off break,Hafeez,88.5,16487,,not_beaten,home,good,Pakistan,Sydney Cricket Ground,Unknown,74,1,Batting,DN
46,"Hafeez to Warner, no run, slower and just outside off, Warner comes down the track and turns it towards the on-side",0,Unknown,outside_stumps,Unknown,norun,right arm off break,Hafeez,88.5,16487,,Unknown,home,bad,Pakistan,Sydney Cricket Ground,Unknown,73,1,Batting,DN
47,"Junaid Khan to Warner, 1 run, on a good length and on the stumps, nudged in front of mid-on for a single",1,GoodLength,wicket_to_wicket,Drive,run,left arm fast medium,Junaid Khan,132.7,16487,,not_beaten,home,good,Pakistan,Sydney Cricket Ground,LongOn,72,1,Batting,DN
48,"Junaid Khan to Warner, no run, Rizwan threw the ball in the air and began to celebrate, Junaid joined him late and the appeal dies down very early as well. That's because there was a big daylight between bat and ball. This was short and held its line outside off, Warner was late on the cut and missed it by a country mile",0,Short,outside_stumps,No_shot,norun,left arm fast medium,Junaid Khan,132.7,16487,,beaten,home,bad,Pakistan,Sydney Cricket Ground,Unknown,71,1,Batting,DN
49,"Junaid Khan to Warner, 3 runs, too straight from Junaid, ends up drifting onto Warner's pads, he gets inside the line and helps it on its way. Malik has a lot of work to do and manages to stop the ball with his boot, Warner takes three",3,GoodLength,wicket_to_wicket,Unknown,run,left arm fast medium,Junaid Khan,132.7,16487,,Unknown,home,bad,Pakistan,Sydney Cricket Ground,Unknown,70,1,Batting,DN
50,"Junaid Khan to Warner, <b>FOUR</b>, <b>lovely shot</b>, Junaid was searching for swing, ends up pushing it right into Warner's arc, he leans forward, presents the full face of the bat and finds the gap past extra-cover, rolled away to the fence in a hurry",4,Full,outside_stumps,Unknown,run,left arm fast medium,Junaid Khan,132.7,16487,,not_beaten,home,bad,Pakistan,Sydney Cricket Ground,Cover,69,1,Batting,DN
51,"Junaid Khan to Warner, no run, on a good length and swinging back into the left-hander, Warner moves across and whips it towards mid-on",0,GoodLength,Unknown,Drive,norun,left arm fast medium,Junaid Khan,132.7,16487,,not_beaten,home,bad,Pakistan,Sydney Cricket Ground,LongOn,68,1,Batting,DN
52,"Hafeez to Warner, 1 run, flighted delivery on the stumps, eased down towards long-on for a single",1,Unknown,wicket_to_wicket,Unknown,run,right arm off break,Hafeez,88.5,16487,,Unknown,home,bad,Pakistan,Sydney Cricket Ground,LongOn,67,1,Batting,DN
53,"Hafeez to Warner, no run, Hafeez tosses one wider of off, Warner backs away and finds backward point with the cut",0,GoodLength,outside_stumps,Cut,norun,right arm off break,Hafeez,88.5,16487,,not_beaten,home,bad,Pakistan,Sydney Cricket Ground,Point,66,1,Batting,DN
54,"Hafeez to Warner, no run, slower and just outside off, Warner stays behind the line and pushes it towards the off-side",0,Unknown,outside_stumps,Defensive_shot,norun,right arm off break,Hafeez,88.5,16487,,not_beaten,home,bad,Pakistan,Sydney Cricket Ground,Unknown,65,1,Batting,DN
55,"Hafeez to Warner, no run, flatter and on the stumps, Warner backs away on the cut but can't beat the man at point",0,GoodLength,wicket_to_wicket,No_shot,norun,right arm off break,Hafeez,88.5,16487,,not_beaten,home,bad,Pakistan,Sydney Cricket Ground,Point,64,1,Batting,DN
56,"Hafeez to Warner, no run, Hafeez drifts one into Warner, driven straight to the fielder at mid-wicket",0,GoodLength,Unknown,Pull_hook,norun,right arm off break,Hafeez,88.5,16487,,not_beaten,home,bad,Pakistan,Sydney Cricket Ground,Midwicket,63,1,Batting,DN
57,"Hasan Ali to Warner, no run, short of a good length and angling across the left-hander, dabbed towards backward point",0,Short,wicket_to_wicket,Cut,norun,right arm fast medium,Hasan Ali,134.9,16487,,not_beaten,home,bad,Pakistan,Sydney Cricket Ground,Point,62,1,Batting,DN
58,"Hasan Ali to Warner, no run, on a good length and on Warner's pads, defended towards the on-side",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm fast medium,Hasan Ali,134.9,16487,,not_beaten,home,bad,Pakistan,Sydney Cricket Ground,Unknown,61,1,Batting,DN
59,"Hasan Ali to Warner, 1 run, back of a length and angling back into the left-hander, Warner gets inside the line and pushes it wide of cover, calls his partner across for a run",1,Short,outside_stumps,Unknown,run,right arm fast medium,Hasan Ali,134.9,16487,,not_beaten,home,bad,Pakistan,Sydney Cricket Ground,Cover,60,1,Batting,DN
